transaction_id,date,customer_id,category,product,quantity,unit_price,total_amount,region,payment_method,status
TXN_000350,2023-11-20,CUST_0018,Électronique,Smartphone,3,650.3,1950.9,Occitanie,Virement,Complété
TXN_004412,2023-11-20,CUST_0046,Livres,Cuisine,2,23.63,47.26,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_002350,2023-11-20,CUST_0468,Livres,Science-fiction,1,19.85,19.85,Île-de-France,Virement,Complété
TXN_004027,2023-11-20,CUST_0763,Livres,Science-fiction,3,18.41,55.23,Grand Est,Carte bancaire,Complété
TXN_001856,2023-11-20,CUST_0548,Livres,Cuisine,2,21.35,42.7,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_002597,2023-11-20,CUST_0493,Maison & Jardin,Aspirateur,2,67.94,135.88,Île-de-France,PayPal,Complété
TXN_004376,2023-11-20,CUST_0605,Sports & Loisirs,Ballon,1,412.76,412.76,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_003487,2023-11-20,CUST_0394,Vêtements,Veste,2,84.33,168.66,Bretagne,Apple Pay,Complété
TXN_004697,2023-11-20,CUST_0889,Sports & Loisirs,Vélo,2,242.44,0.0,Île-de-France,Apple Pay,Annulé
TXN_000808,2023-11-20,CUST_0051,Livres,Biographie,3,28.96,86.88,Nouvelle-Aquitaine,Virement,Complété
TXN_000080,2023-11-20,CUST_0547,Vêtements,Veste,2,152.52,305.04,Île-de-France,Apple Pay,Complété
TXN_003214,2023-11-20,CUST_0486,Maison & Jardin,Bougie,1,263.57,263.57,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_003228,2023-11-20,CUST_0327,Électronique,Laptop,1,714.14,714.14,Occitanie,Apple Pay,Complété
TXN_002148,2023-11-20,CUST_0383,Livres,BD,2,27.92,55.84,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_001725,2023-11-20,CUST_0919,Livres,BD,1,34.22,34.22,Hauts-de-France,Carte bancaire,Complété
TXN_004423,2023-11-20,CUST_0992,Vêtements,Robe,2,112.51,0.0,Grand Est,Apple Pay,Annulé
TXN_003301,2023-11-20,CUST_0167,Vêtements,Jean,1,145.68,145.68,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_001443,2023-11-20,CUST_0516,Électronique,Écouteurs,5,577.74,2888.7,Île-de-France,PayPal,Complété
TXN_002604,2023-11-20,CUST_0009,Maison & Jardin,Plante,1,35.95,35.95,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_003924,2023-11-20,CUST_0196,Vêtements,T-shirt,1,122.7,122.7,Île-de-France,Apple Pay,Complété
TXN_003264,2023-11-20,CUST_0359,Maison & Jardin,Coussin,1,242.88,242.88,Bretagne,Carte bancaire,Complété
TXN_003134,2023-11-20,CUST_0436,Électronique,Montre connectée,2,644.3,1288.6,Grand Est,PayPal,Complété
TXN_002479,2023-11-20,CUST_0769,Électronique,Enceinte Bluetooth,3,126.85,380.55,Grand Est,Virement,Complété
TXN_004711,2023-11-21,CUST_0934,Livres,Biographie,1,23.62,23.62,Occitanie,Apple Pay,Complété
TXN_000800,2023-11-21,CUST_0082,Livres,BD,2,13.93,27.86,Grand Est,PayPal,Complété
TXN_000944,2023-11-21,CUST_0469,Livres,Biographie,1,12.68,12.68,Nouvelle-Aquitaine,Virement,Complété
TXN_001883,2023-11-21,CUST_0399,Électronique,Enceinte Bluetooth,2,784.54,1569.08,Nouvelle-Aquitaine,PayPal,Complété
TXN_003647,2023-11-21,CUST_0915,Maison & Jardin,Aspirateur,1,296.45,296.45,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_003642,2023-11-21,CUST_0860,Électronique,Montre connectée,3,679.4,2038.2,Hauts-de-France,Apple Pay,Complété
TXN_002767,2023-11-21,CUST_0571,Vêtements,Robe,3,30.9,92.7,Nouvelle-Aquitaine,Apple Pay,Complété
TXN_003442,2023-11-21,CUST_0663,Livres,Roman,1,39.32,39.32,Bretagne,Virement,Complété
TXN_003307,2023-11-21,CUST_0801,Électronique,Enceinte Bluetooth,1,619.58,619.58,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_004681,2023-11-21,CUST_0259,Électronique,Smartphone,1,308.37,308.37,Occitanie,Carte bancaire,Complété
TXN_004558,2023-11-21,CUST_0607,Maison & Jardin,Coussin,1,91.96,91.96,Grand Est,Carte bancaire,Complété
TXN_004251,2023-11-21,CUST_0539,Livres,Cuisine,1,14.38,14.38,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_000105,2023-11-21,CUST_0130,Électronique,Smartphone,4,713.46,2853.84,Grand Est,Carte bancaire,Complété
TXN_003737,2023-11-21,CUST_0410,Maison & Jardin,Cafetière,1,68.23,68.23,Occitanie,Virement,Complété
TXN_003753,2023-11-21,CUST_0749,Livres,Roman,1,21.7,21.7,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_003304,2023-11-22,CUST_0592,Électronique,Écouteurs,1,704.49,704.49,Hauts-de-France,PayPal,Complété
TXN_003937,2023-11-22,CUST_0470,Maison & Jardin,Cafetière,1,307.4,0.0,Île-de-France,Virement,Annulé
TXN_000015,2023-11-22,CUST_0697,Électronique,Smartphone,4,210.41,841.64,Bretagne,Carte bancaire,Complété
TXN_000807,2023-11-22,CUST_0252,Sports & Loisirs,Raquette,1,377.23,377.23,Bretagne,Carte bancaire,Complété
TXN_003381,2023-11-22,CUST_0005,Électronique,Écouteurs,1,926.75,926.75,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_001129,2023-11-22,CUST_0497,Vêtements,Jean,3,113.48,340.44,Grand Est,Carte bancaire,Complété
TXN_000412,2023-11-22,CUST_0130,Sports & Loisirs,Ballon,2,532.75,1065.5,Provence-Alpes-Côte d'Azur,PayPal,Complété
TXN_003016,2023-11-22,CUST_0817,Sports & Loisirs,Gourde,1,83.84,83.84,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_003689,2023-11-22,CUST_0946,Électronique,Enceinte Bluetooth,1,639.49,639.49,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_004083,2023-11-22,CUST_0288,Livres,Biographie,1,12.7,12.7,Grand Est,Carte bancaire,Complété
TXN_002656,2023-11-22,CUST_0258,Maison & Jardin,Coussin,1,277.32,277.32,Grand Est,Carte bancaire,Complété
TXN_003705,2023-11-22,CUST_0054,Maison & Jardin,Cafetière,1,255.43,255.43,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_000671,2023-11-22,CUST_0569,Livres,Science-fiction,1,26.02,26.02,Grand Est,Virement,Complété
TXN_001219,2023-11-22,CUST_0338,Sports & Loisirs,Ballon,1,431.48,431.48,Occitanie,Carte bancaire,Complété
TXN_003248,2023-11-22,CUST_0913,Livres,Guide pratique,3,45.16,135.48,Bretagne,PayPal,Complété
TXN_004800,2023-11-22,CUST_0707,Livres,BD,3,36.02,108.06,Hauts-de-France,PayPal,Complété
TXN_002571,2023-11-22,CUST_0191,Vêtements,Robe,1,129.39,129.39,Nouvelle-Aquitaine,PayPal,Complété
TXN_000551,2023-11-23,CUST_0749,Sports & Loisirs,Raquette,1,12.37,12.37,Hauts-de-France,Carte bancaire,Complété
TXN_002524,2023-11-23,CUST_0286,Électronique,Écouteurs,1,671.71,671.71,Auvergne-Rhône-Alpes,Virement,Complété
TXN_003007,2023-11-23,CUST_0813,Vêtements,Jean,2,79.33,158.66,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_001222,2023-11-23,CUST_0635,Livres,BD,2,50.08,100.16,Grand Est,Carte bancaire,Complété
TXN_001142,2023-11-23,CUST_0916,Maison & Jardin,Bougie,3,59.67,179.01,Île-de-France,Carte bancaire,Complété
TXN_004643,2023-11-23,CUST_0479,Livres,Guide pratique,1,43.66,43.66,Bretagne,PayPal,Complété
TXN_002601,2023-11-23,CUST_0867,Sports & Loisirs,Tapis de yoga,1,348.14,0.0,Provence-Alpes-Côte d'Azur,Virement,Remboursé
TXN_002654,2023-11-23,CUST_0378,Sports & Loisirs,Sac de sport,3,470.77,1412.31,Bretagne,Virement,Complété
TXN_001747,2023-11-23,CUST_0728,Sports & Loisirs,Ballon,1,256.01,0.0,Provence-Alpes-Côte d'Azur,Carte bancaire,Annulé
TXN_004263,2023-11-23,CUST_0740,Sports & Loisirs,Sac de sport,5,287.51,1437.55,Île-de-France,Carte bancaire,Complété
TXN_000748,2023-11-23,CUST_0628,Livres,Cuisine,2,27.67,0.0,Occitanie,Virement,Remboursé
TXN_000098,2023-11-23,CUST_0777,Électronique,Laptop,3,876.08,2628.24,Nouvelle-Aquitaine,Apple Pay,Complété
TXN_004801,2023-11-23,CUST_0465,Maison & Jardin,Cafetière,1,223.17,223.17,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_000096,2023-11-23,CUST_0218,Électronique,Écouteurs,1,963.14,963.14,Hauts-de-France,Virement,Complété
TXN_004794,2023-11-23,CUST_0503,Sports & Loisirs,Ballon,4,75.65,302.6,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_004193,2023-11-23,CUST_0160,Vêtements,Chaussures,2,81.55,163.1,Auvergne-Rhône-Alpes,Virement,Complété
TXN_003623,2023-11-23,CUST_0484,Maison & Jardin,Aspirateur,3,237.39,712.17,Occitanie,Carte bancaire,Complété
TXN_003501,2023-11-23,CUST_0155,Électronique,Tablette,1,796.26,796.26,Île-de-France,PayPal,Complété
TXN_002111,2023-11-23,CUST_0428,Livres,Biographie,2,6.17,12.34,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_003663,2023-11-23,CUST_0412,Électronique,Enceinte Bluetooth,1,902.89,902.89,Bretagne,Carte bancaire,Complété
TXN_002026,2023-11-23,CUST_0373,Livres,Biographie,1,40.2,40.2,Occitanie,Apple Pay,Complété
TXN_004453,2023-11-23,CUST_0696,Maison & Jardin,Lampe,5,88.62,443.1,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_002946,2023-11-24,CUST_0387,Vêtements,Sac à main,2,141.64,283.28,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_002937,2023-11-24,CUST_0520,Vêtements,Jean,1,44.93,44.93,Hauts-de-France,Carte bancaire,Complété
TXN_004854,2023-11-24,CUST_0315,Électronique,Écouteurs,2,618.72,1237.44,Bretagne,Carte bancaire,Complété
TXN_004343,2023-11-24,CUST_0237,Électronique,Tablette,1,907.96,907.96,Île-de-France,Apple Pay,Complété
TXN_000057,2023-11-24,CUST_0864,Maison & Jardin,Bougie,2,163.39,326.78,Hauts-de-France,Carte bancaire,Complété
TXN_004956,2023-11-24,CUST_0763,Livres,Biographie,2,42.59,85.18,Hauts-de-France,PayPal,Complété
TXN_001765,2023-11-24,CUST_0672,Maison & Jardin,Bougie,1,48.46,48.46,Bretagne,PayPal,Complété
TXN_001673,2023-11-24,CUST_0083,Électronique,Écouteurs,1,754.46,754.46,Grand Est,PayPal,Complété
TXN_004822,2023-11-24,CUST_0884,Sports & Loisirs,Tapis de yoga,5,122.7,613.5,Bretagne,Apple Pay,Complété
TXN_003202,2023-11-24,CUST_0202,Sports & Loisirs,Gourde,2,77.5,155.0,Bretagne,Carte bancaire,Complété
TXN_000475,2023-11-24,CUST_0090,Sports & Loisirs,Raquette,1,440.71,0.0,Occitanie,Apple Pay,Remboursé
TXN_001861,2023-11-24,CUST_0311,Sports & Loisirs,Ballon,1,404.54,404.54,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_004334,2023-11-24,CUST_0934,Électronique,Laptop,5,564.02,2820.1,Bretagne,Carte bancaire,Complété
TXN_003222,2023-11-24,CUST_0010,Vêtements,Veste,1,60.37,60.37,Occitanie,Virement,Complété
TXN_002769,2023-11-24,CUST_0161,Livres,Biographie,1,6.89,6.89,Nouvelle-Aquitaine,PayPal,Complété
TXN_003944,2023-11-24,CUST_0484,Livres,BD,1,9.99,9.99,Auvergne-Rhône-Alpes,Virement,Complété
TXN_000517,2023-11-24,CUST_0271,Maison & Jardin,Plante,2,285.29,0.0,Bretagne,Apple Pay,Annulé
TXN_001440,2023-11-24,CUST_0352,Sports & Loisirs,Ballon,1,47.13,47.13,Occitanie,Apple Pay,Complété
TXN_002727,2023-11-24,CUST_0385,Vêtements,T-shirt,1,53.25,53.25,Occitanie,Apple Pay,Complété
TXN_002546,2023-11-24,CUST_0843,Vêtements,Veste,1,124.9,124.9,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_003683,2023-11-24,CUST_0793,Vêtements,T-shirt,1,91.45,91.45,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_002420,2023-11-24,CUST_0946,Livres,Biographie,2,41.52,83.04,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_001869,2023-11-24,CUST_0262,Vêtements,Chaussures,2,112.97,225.94,Bretagne,Carte bancaire,Complété
TXN_000473,2023-11-24,CUST_0363,Sports & Loisirs,Ballon,1,194.64,194.64,Nouvelle-Aquitaine,PayPal,Complété
TXN_003379,2023-11-24,CUST_0327,Vêtements,Veste,1,124.53,124.53,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_004803,2023-11-24,CUST_0328,Maison & Jardin,Lampe,2,158.94,317.88,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_002343,2023-11-24,CUST_0675,Vêtements,Robe,5,120.41,602.05,Hauts-de-France,PayPal,Complété
TXN_004810,2023-11-24,CUST_0582,Vêtements,Robe,2,76.64,153.28,Île-de-France,Carte bancaire,Complété
TXN_000599,2023-11-24,CUST_0149,Sports & Loisirs,Ballon,1,240.87,240.87,Île-de-France,Carte bancaire,Complété
TXN_000623,2023-11-24,CUST_0018,Sports & Loisirs,Raquette,1,314.54,314.54,Bretagne,Carte bancaire,Complété
TXN_002126,2023-11-24,CUST_0543,Électronique,Enceinte Bluetooth,2,136.25,272.5,Nouvelle-Aquitaine,Apple Pay,Complété
TXN_002702,2023-11-25,CUST_0515,Sports & Loisirs,Vélo,3,255.2,765.6,Nouvelle-Aquitaine,Virement,Complété
TXN_002806,2023-11-25,CUST_0935,Électronique,Smartphone,3,626.78,1880.34,Provence-Alpes-Côte d'Azur,PayPal,Complété
TXN_000762,2023-11-25,CUST_0912,Électronique,Tablette,1,737.72,737.72,Occitanie,Carte bancaire,Complété
TXN_001699,2023-11-25,CUST_0868,Maison & Jardin,Plante,1,215.17,215.17,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_001364,2023-11-25,CUST_0676,Sports & Loisirs,Gourde,2,221.55,443.1,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_003692,2023-11-25,CUST_0396,Vêtements,Robe,1,132.4,132.4,Île-de-France,Virement,Complété
TXN_002516,2023-11-25,CUST_0646,Livres,Biographie,3,29.83,89.49,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_004411,2023-11-25,CUST_0680,Vêtements,Veste,1,76.79,76.79,Hauts-de-France,Carte bancaire,Complété
TXN_001448,2023-11-25,CUST_0873,Livres,Cuisine,3,35.62,106.86,Nouvelle-Aquitaine,Virement,Complété
TXN_000320,2023-11-25,CUST_0071,Électronique,Montre connectée,1,1296.95,1296.95,Grand Est,Carte bancaire,Complété
TXN_001464,2023-11-25,CUST_0725,Électronique,Montre connectée,1,867.57,867.57,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_004448,2023-11-25,CUST_0585,Sports & Loisirs,Vélo,1,388.66,388.66,Nouvelle-Aquitaine,PayPal,Complété
TXN_000163,2023-11-25,CUST_0876,Maison & Jardin,Cafetière,1,151.07,0.0,Hauts-de-France,Carte bancaire,Annulé
TXN_003223,2023-11-25,CUST_0449,Sports & Loisirs,Vélo,1,22.66,22.66,Auvergne-Rhône-Alpes,Carte bancaire,Complété
TXN_002416,2023-11-25,CUST_0918,Livres,Roman,2,33.18,66.36,Provence-Alpes-Côte d'Azur,PayPal,Complété
TXN_004467,2023-11-25,CUST_0866,Électronique,Écouteurs,1,185.0,0.0,Auvergne-Rhône-Alpes,Virement,Remboursé
TXN_000399,2023-11-25,CUST_0393,Livres,Biographie,3,22.1,0.0,Bretagne,PayPal,Annulé
TXN_002308,2023-11-25,CUST_0530,Livres,Guide pratique,1,16.22,16.22,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_000435,2023-11-26,CUST_0583,Maison & Jardin,Lampe,2,51.76,103.52,Bretagne,Virement,Complété
